matrixName;n;nnz;Search Modules;Edge Cut;cut cost;imbalance
HB/bcsstk14.mtx;1373;36206;0.003000;0.005000;782.000000;0.000554
HB/can_268.mtx;265;2788;0.001000;0.001000;94.000000;0.000000
HB/bcsstk32.mtx;14778;225550;0.039000;0.052000;6981.000000;0.000011
HB/bcspwr08.mtx;1500;4132;0.001000;0.002000;10.000000;0.000000
HB/bcsstk12.mtx;774;8914;0.001000;0.003000;278.000000;0.000339
HB/zenios.mtx;1427;22998;0.002000;0.003000;0.000000;0.011660
HB/can_1072.mtx;1051;11118;0.001000;0.003000;200.000000;0.000000
HB/bcsstm10.mtx;447;3088;0.001000;0.002000;226.000000;0.000000
HB/bcsstk16.mtx;1670;34402;0.005000;0.007000;2403.000000;0.000205
HB/bcsstk08.mtx;1053;11736;0.002000;0.005000;866.000000;0.000000
HB/dwt_346.mtx;339;2854;0.001000;0.002000;60.000000;0.005780
HB/can_1054.mtx;1033;10888;0.002000;0.003000;177.000000;0.000000
HB/cegb2919.mtx;485;10578;0.004000;0.006000;8919.000000;0.000514
HB/bcsstk18.mtx;10139;122036;0.009000;0.019000;843.000000;0.000000
HB/bcsstk15.mtx;3943;113868;0.005000;0.011000;1484.000000;0.000760
HB/dwt_66.mtx;0;254;0.001000;0.001000;4.000000;0.000000
HB/steam1.mtx;81;344;0.001000;0.001000;180.000000;0.000000
HB/can_62.mtx;59;150;0.001000;0.001000;4.000000;0.000000
HB/bcspwr03.mtx;116;352;0.001000;0.001000;10.000000;0.000000
Lee/fem_hifreq_circuit.mtx;243797;4790165;0.662000;0.927000;38826.000000;0.000000
Lee/fem_filter.mtx;74053;1654836;0.103000;0.182000;5664.000000;0.000000
UTEP/Dubcova3.mtx;65025;965200;0.102000;0.151000;6441.000000;0.000003
Barabasi/NotreDame_yeast.mtx;1185;3188;0.001000;0.003000;101.000000;0.000000
Williams/consph.mtx;27779;677944;0.099000;0.135000;61067.000000;0.000012
Williams/cop20k_A.mtx;60650;1147872;0.120000;0.182000;7331.000000;0.000000
Williams/pdb1HYS.mtx;12350;488860;0.064000;0.083000;21064.000000;0.000041
Williams/cant.mtx;61933;3926846;0.152000;0.274000;5595.000000;0.000008
FreeFieldTechnologies/mono_500Hz.mtx;160947;4349400;0.311000;0.527000;27420.000000;0.000000
DIMACS10/kron_g500-logn17.mtx;101119;10214342;1.186000;2.654000;119435.000000;0.000000
DIMACS10/coAuthorsDBLP.mtx;209837;1349514;0.371000;0.792000;50533.000000;0.000002
DIMACS10/vsp_bump2_e18_aa01_model1_crew1.mtx;55729;596570;0.090000;0.232000;42323.000000;0.000000
DIMACS10/kron_g500-logn19.mtx;376632;43496384;7.235000;17.636000;325610.000000;0.000000
DIMACS10/vsp_p0291_seymourl_iiasa.mtx;8706;100298;0.013000;0.045000;6934.000000;0.000000
DIMACS10/coAuthorsCiteseer.mtx;148041;877728;0.232000;0.412000;26612.000000;0.000000
DIMACS10/G_n_pin_pout.mtx;99996;1002396;0.212000;0.543000;120995.000000;0.000000
DIMACS10/vsp_bcsstk30_500sep_10in_1Kout.mtx;20542;517678;0.120000;0.151000;17602.000000;0.000086
DIMACS10/vsp_c-30_data_data.mtx;11017;111074;0.008000;0.020000;1743.000000;0.000045
DIMACS10/vsp_mod2_pgp2_slptsk.mtx;97944;764736;0.144000;0.409000;30508.000000;0.000010
DIMACS10/vsp_c-60_data_cti_cs4.mtx;84950;435828;0.080000;0.157000;5953.000000;0.000000
DIMACS10/kron_g500-logn16.mtx;52230;4905920;0.425000;1.044000;73876.000000;0.000000
DIMACS10/coPapersDBLP.mtx;254597;7155960;1.260000;2.060000;563983.000000;0.000000
DIMACS10/vsp_vibrobox_scagr7-2c_rlfddd.mtx;62945;773158;0.103000;0.248000;41055.000000;0.000000
DIMACS10/caidaRouterLevel.mtx;153256;1056928;0.218000;0.419000;17880.000000;0.000000
DIMACS10/data.mtx;2850;30172;0.003000;0.006000;219.000000;0.000175
DIMACS10/m14b.mtx;214763;3358016;0.314000;0.525000;3982.000000;0.000002
DIMACS10/fe_body.mtx;44637;326386;0.029000;0.058000;528.000000;0.000011
DIMACS10/vsp_msc10848_300sep_100in_1Kout.mtx;6886;243406;0.054000;0.067000;737.000000;0.000000
DIMACS10/chesapeake.mtx;37;320;0.002000;0.002000;48.000000;0.012821
DIMACS10/vsp_model1_crew1_cr42_south31.mtx;40832;358902;0.042000;0.122000;25877.000000;0.001474
DIMACS10/road_central.mtx;13763096;33189648;9.821000;14.636000;539.000000;0.000000
DIMACS10/vsp_sctap1-2b_and_seymourl.mtx;39149;279372;0.050000;0.142000;16210.000000;0.000000
DIMACS10/coPapersCiteseer.mtx;150408;2824346;0.822000;1.150000;309472.000000;0.000000
DIMACS10/uk.mtx;4819;13660;0.005000;0.008000;27.000000;0.000000
DIMACS10/citationCiteseer.mtx;250752;2234804;0.522000;1.004000;34383.000000;0.000002
DIMACS10/packing-500x100x100-b050.mtx;2145831;34976410;2.358000;4.375000;13044.000000;0.000000
DIMACS10/road_usa.mtx;23402401;56547780;20.802000;43.351000;501.000000;0.000000
DIMACS10/vsp_finan512_scagr7-2c_rlfddd.mtx;125377;1006014;0.188000;0.388000;14420.000000;0.000000
DIMACS10/vsp_befref_fxm_2_4_air02.mtx;14040;195640;0.024000;0.062000;3703.000000;0.000035
DIMACS10/auto.mtx;448691;6629158;0.762000;1.242000;16623.000000;0.000001
DIMACS10/vsp_south31_slptsk.mtx;35217;359220;0.044000;0.132000;26213.000000;0.000000
DIMACS10/kron_g500-logn18.mtx;195254;21135484;2.823000;6.188000;201557.000000;0.000000
Okunbor/aft01.mtx;7948;111822;0.007000;0.014000;544.000000;0.000061
Okunbor/aft02.mtx;7931;111876;0.007000;0.014000;560.000000;0.000000
JGD_Homology/n3c6-b7.mtx;0;51480;0.008000;0.026000;4304.000000;0.000078
Oberwolfach/gyro_m.mtx;16692;300702;0.019000;0.035000;168.000000;0.000029
Oberwolfach/t2dah_e.mtx;11170;158712;0.008000;0.016000;521.000000;0.000044
Oberwolfach/LFAT5000.mtx;14996;29986;0.005000;0.008000;4.000000;0.000000
Oberwolfach/LF10000.mtx;10000;19998;0.004000;0.006000;4.000000;0.000000
Oberwolfach/t3dh_a.mtx;74615;3890904;0.190000;0.373000;48006.000000;0.000006
Oberwolfach/t3dh_e.mtx;74615;3890904;0.189000;0.373000;48006.000000;0.000006
Oberwolfach/rail_79841.mtx;0;475072;0.046000;0.102000;459.000000;0.000006
Oberwolfach/t2dah_a.mtx;11170;158712;0.008000;0.017000;521.000000;0.000044
Oberwolfach/windscreen.mtx;7942;174932;0.026000;0.034000;8648.000000;0.000000
Oberwolfach/piston.mtx;487;3370;0.001000;0.002000;0.000000;0.260000
Oberwolfach/spiral.mtx;2;2;0.025000;0.025000;1433.000000;0.499303
Oberwolfach/rail_20209.mtx;0;119264;0.011000;0.026000;236.000000;0.000025
Oberwolfach/t2dal_a.mtx;0;33208;0.002000;0.005000;130.000000;0.000117
Oberwolfach/LF10.mtx;10;18;0.001000;0.001000;4.000000;0.000000
Oberwolfach/rail_1357.mtx;0;7640;0.001000;0.003000;45.000000;0.000368
Oberwolfach/gyro_k.mtx;5683;106868;0.017000;0.023000;648.000000;0.000086
Oberwolfach/LFAT5.mtx;11;16;0.001000;0.001000;4.000000;0.071429
Oberwolfach/t3dl_a.mtx;20346;489230;0.022000;0.047000;6069.000000;0.000000
Oberwolfach/rail_5177.mtx;0;30064;0.003000;0.007000;110.000000;0.000097
Bindel/ted_B_unscaled.mtx;1813;14994;0.003000;0.004000;108.000000;0.000047
Bindel/ted_B.mtx;1813;14994;0.004000;0.004000;108.000000;0.000047
SNAP/roadNet-PA.mtx;1068702;3042028;0.604000;1.146000;500.000000;0.000000
SNAP/roadNet-TX.mtx;1355197;3789714;0.743000;1.510000;187.000000;0.000000
SNAP/as-Skitter.mtx;1381893;20458944;2.832000;6.540000;365750.000000;0.000000
SNAP/roadNet-CA.mtx;1925394;5451880;1.080000;2.167000;446.000000;0.000000
SNAP/email-Enron.mtx;20434;311766;0.023000;0.067000;11552.000000;0.000491
Cunningham/k3plates.mtx;2214;12798;0.006000;0.008000;1025.000000;0.000225
Nasa/skirt.mtx;10649;138146;0.009000;0.017000;133.000000;0.000000
Nasa/pwt.mtx;36458;289544;0.022000;0.043000;384.000000;0.000014
Nasa/shuttle_eddy.mtx;10363;91574;0.006000;0.012000;141.000000;0.000048
Janna/Hook_1498.mtx;499338;6269230;1.281000;1.768000;119970.000000;0.000001
Janna/Serena.mtx;463784;6706420;1.315000;1.804000;200952.000000;0.000001
Janna/Long_Coup_dt0.mtx;367539;5075540;1.439000;1.751000;296656.000000;0.000000
Janna/ML_Laplace.mtx;188502;6734018;0.542000;0.774000;28032.000000;0.000003
Janna/Geo_1438.mtx;479321;6538106;1.319000;1.730000;186237.000000;0.000000
Janna/CoupCons3D.mtx;104201;1290962;0.365000;0.444000;57808.000000;0.000000
Janna/Fault_639.mtx;212935;2966482;0.578000;0.760000;154467.000000;0.000000
Janna/Long_Coup_dt6.mtx;367539;5075540;1.441000;1.757000;296656.000000;0.000000
Janna/Emilia_923.mtx;307713;4248436;0.868000;1.124000;145152.000000;0.000000
Janna/StocF-1465.mtx;1436034;19540252;1.653000;2.949000;13523.000000;0.000000
Janna/Flan_1565.mtx/Flan_1565.mtx;521599;12523542;1.930000;2.479000;79632.000000;0.000000
Janna/Cube_Coup_dt0.mtx/Cube_Coup_dt0.mtx;541191;7409206;2.020000;2.478000;370976.000000;0.000000
Janna/Cube_Coup_dt6.mtx/Cube_Coup_dt6.mtx;541191;7409206;2.021000;2.480000;370976.000000;0.000000
Sandia/adder_trans_01.mtx;1623;11064;0.003000;0.006000;813.000000;0.000000
Sandia/ASIC_320k.mtx;321818;2313604;0.333000;0.839000;210492.000000;0.000002
Sandia/ASIC_680k.mtx;279536;1575682;0.367000;0.680000;370984.000000;0.000000
Sandia/ASIC_100ks.mtx;97478;469604;0.079000;0.139000;1206.000000;0.000000
Sandia/ASIC_680ks.mtx;198460;678238;0.209000;0.330000;1478.000000;0.000001
Sandia/ASIC_100k.mtx;97951;840050;0.109000;0.224000;95680.000000;0.000000
Sandia/adder_trans_02.mtx;1623;11064;0.002000;0.005000;813.000000;0.000000
Sandia/ASIC_320ks.mtx;263503;1274604;0.231000;0.423000;3207.000000;0.000002
Pajek/USpowerGrid.mtx;4553;12232;0.004000;0.009000;18.000000;0.000101
Pajek/GD06_theory.mtx;56;200;0.001000;0.001000;52.000000;0.004950
Bai/dwg961b.mtx;956;9570;0.002000;0.003000;140.000000;0.000520
Bai/mhd3200b.mtx;2194;5954;0.002000;0.003000;0.000000;0.000937
Bai/dwg961a.mtx;705;2696;0.001000;0.002000;26.000000;0.000520
Bai/mhdb416.mtx;280;738;0.001000;0.001000;0.000000;0.002404
Bai/ck104.mtx;54;208;0.002000;0.002000;0.000000;0.000000
Bai/mhd4800b.mtx;3294;8958;0.003000;0.004000;8.000000;0.000000
Gupta/gupta2.mtx;60663;3359010;0.183000;0.563000;117432.000000;0.000000
Gupta/gupta3.mtx;16636;9207466;0.306000;0.579000;1143864.000000;0.000030
Gupta/gupta1.mtx;30976;1703652;0.086000;0.250000;285897.000000;0.000000
MathWorks/tomography.mtx;458;27168;0.002000;0.005000;4238.000000;0.002000
MathWorks/Muu.mtx;3012;42120;0.005000;0.006000;0.000000;0.000000
MathWorks/Kaufhold.mtx;8380;33180;0.004000;0.009000;74.000000;0.000057
MathWorks/Kuu.mtx;1546;22404;0.006000;0.007000;3464.000000;0.000000
Zaoui/kkt_power.mtx;1850500;7651198;2.913000;4.468000;18302.000000;0.000000
Newman/power.mtx;4553;12232;0.003000;0.006000;15.000000;0.000101
Newman/karate.mtx;29;136;0.001000;0.001000;10.000000;0.000000
Norris/heart1.mtx;205;4606;0.014000;0.015000;107083.000000;0.000422
Norris/heart3.mtx;146;2582;0.008000;0.008000;40311.000000;0.000214
Norris/heart2.mtx;146;2582;0.008000;0.009000;40311.000000;0.000214
Alemdar/Alemdar.mtx;6241;36336;0.005000;0.010000;216.000000;0.000080
FIDAP/ex28.mtx;1004;14202;0.003000;0.005000;762.000000;0.000192
FIDAP/ex10.mtx;1518;19320;0.002000;0.004000;285.000000;0.000000
FIDAP/ex35.mtx;17063;142456;0.010000;0.019000;329.000000;0.000000
FIDAP/ex14.mtx;2601;42454;0.004000;0.009000;718.000000;0.000154
FIDAP/ex40.mtx;7302;392020;0.018000;0.033000;4307.000000;0.000000
FIDAP/ex31.mtx;3284;91502;0.005000;0.009000;803.000000;0.000128
FIDAP/ex4.mtx;1274;20228;0.002000;0.004000;495.000000;0.000312
FIDAP/ex25.mtx;346;4980;0.001000;0.002000;625.000000;0.000000
FIDAP/ex21.mtx;239;3032;0.001000;0.002000;644.000000;0.000000
FIDAP/ex22.mtx;315;4022;0.001000;0.002000;483.000000;0.000596
FIDAP/ex8.mtx;2908;95978;0.004000;0.009000;1058.000000;0.000000
FIDAP/ex20.mtx;1415;37112;0.003000;0.006000;962.000000;0.000227
FIDAP/ex10hs.mtx;1695;22304;0.002000;0.004000;530.000000;0.000000
FIDAP/ex23.mtx;746;16114;0.002000;0.004000;657.000000;0.000355
FIDAP/ex12.mtx;3224;51660;0.005000;0.009000;438.000000;0.000126
FIDAP/ex33.mtx;1500;14388;0.002000;0.004000;128.000000;0.000289
FIDAP/ex2.mtx;80;888;0.001000;0.002000;1225.000000;0.005669
FIDAP/ex26.mtx;1462;47668;0.004000;0.007000;2067.000000;0.000231
FIDAP/ex29.mtx;2692;20884;0.002000;0.004000;117.000000;0.000000
FIDAP/ex5.mtx;10;26;0.001000;0.001000;18.000000;0.055556
FIDAP/ex11.mtx;11067;523108;0.032000;0.051000;8189.000000;0.000000
FIDAP/ex19.mtx;8208;111918;0.008000;0.013000;586.000000;0.000208
FIDAP/ex37.mtx;1828;60188;0.003000;0.006000;588.000000;0.000140
FIDAP/ex15.mtx;4877;40828;0.004000;0.007000;328.000000;0.000073
FIDAP/ex3.mtx;893;12464;0.002000;0.003000;838.000000;0.000275
FIDAP/ex27.mtx;635;19620;0.002000;0.003000;1066.000000;0.000000
FIDAP/ex24.mtx;1636;27102;0.003000;0.005000;492.000000;0.000219
FIDAP/ex36.mtx;2697;39962;0.003000;0.006000;398.000000;0.000162
FIDAP/ex9.mtx;1654;22708;0.003000;0.004000;576.000000;0.000149
FIDAP/ex7.mtx;1588;51406;0.003000;0.006000;1274.000000;0.000306
FIDAP/ex13.mtx;1216;16414;0.002000;0.004000;516.000000;0.000000
FIDAP/ex1.mtx;192;3504;0.001000;0.001000;218.000000;0.000000
FIDAP/ex18.mtx;4730;41092;0.003000;0.007000;417.000000;0.000087
FIDAP/ex6.mtx;739;11080;0.002000;0.003000;617.000000;0.000303
QLi/largebasis.mtx;360019;3560064;0.219000;0.414000;24.000000;0.000000
Schenk_AFE/af_shell10.mtx;301614;1805286;0.875000;1.025000;27125.000000;0.000002
GHS_indef/aug2d.mtx;29005;76826;0.012000;0.024000;99.000000;0.000000
GHS_indef/ncvxqp1.mtx;0;66852;0.008000;0.024000;1540.000000;0.000041
GHS_indef/ncvxqp9.mtx;16001;44986;0.011000;0.023000;67.000000;0.000121
GHS_indef/linverse.mtx;11996;83948;0.006000;0.010000;8.000000;0.000042
GHS_indef/bmw3_2.mtx;54605;681910;0.195000;0.236000;17022.000000;0.000000
GHS_indef/mario002.mtx;388857;1862848;0.301000;0.495000;1038.000000;0.000000
GHS_indef/a0nsdsil.mtx;60012;230010;0.028000;0.059000;17863.000000;0.000000
GHS_indef/spmsrtls.mtx;19997;79982;0.009000;0.014000;14.000000;0.000017
GHS_indef/mario001.mtx;38087;181564;0.023000;0.042000;252.000000;0.000000
GHS_indef/qpband.mtx;15000;20000;0.004000;0.007000;0.000000;0.000000
GHS_indef/a2nnsnsl.mtx;58060;214390;0.029000;0.063000;16708.000000;0.000000
GHS_indef/aug2dc.mtx;30196;79992;0.011000;0.023000;121.000000;0.000000
GHS_indef/stokes128.mtx;0;525312;0.035000;0.069000;1384.000000;0.000000
GHS_indef/turon_m.mtx;0;1557062;0.150000;0.296000;4485.000000;0.000000
GHS_indef/bloweybq.mtx;2;2;0.002000;0.002000;10000.000000;0.499900
GHS_indef/a5esindl.mtx;45006;159992;0.020000;0.047000;12492.000000;0.000000
GHS_indef/ncvxqp7.mtx;87498;524950;0.108000;0.205000;4966.000000;0.000000
GHS_indef/darcy003.mtx;388857;1862848;0.304000;0.498000;1038.000000;0.000000
GHS_indef/brainpc2.mtx;27605;124194;0.013000;0.028000;20696.000000;0.000018
GHS_indef/aug3d.mtx;24093;69570;0.010000;0.023000;439.000000;0.000000
GHS_indef/blockqp1.mtx;40004;120010;0.022000;0.041000;40010.000000;0.000000
GHS_indef/sparsine.mtx;49999;1498952;0.111000;0.256000;57276.000000;0.000000
GHS_indef/laser.mtx;3001;7998;0.003000;0.005000;5.000000;0.000000
GHS_indef/dtoc.mtx;24992;69970;0.009000;0.019000;4.000000;0.000020
GHS_indef/exdata_1.mtx;4501;2257500;0.085000;0.149000;2000.000000;0.000083
GHS_indef/cvxqp3.mtx;17498;104950;0.016000;0.037000;2179.000000;0.000000
GHS_indef/aug3dcqp.mtx;32912;95310;0.017000;0.038000;515.000000;0.000014
GHS_indef/dawson5.mtx;45731;824568;0.052000;0.090000;1459.000000;0.000010
Rajat/rajat12.mtx;1291;8656;0.002000;0.004000;841.000000;0.000266
Rajat/rajat13.mtx;7502;40754;0.004000;0.009000;2161.000000;0.000000
Rajat/rajat04.mtx;953;7890;0.001000;0.003000;556.000000;0.000480
Rajat/rajat02.mtx;1870;8786;0.002000;0.003000;51.000000;0.000000
Rajat/rajat15.mtx;37257;406308;0.030000;0.068000;3138.000000;0.000013
Cote/vibrobox.mtx;12316;330068;0.016000;0.038000;11823.000000;0.000000
Cote/mplate.mtx;5625;126702;0.006000;0.015000;2942.000000;0.000000
Andrews/Andrews.mtx;59999;700136;0.087000;0.163000;4840.000000;0.000000
Mancktelow/viscorocks.mtx;18430;261848;0.026000;0.038000;1788.000000;0.000026
Bates/Chem97ZtZ.mtx;391;520;0.001000;0.001000;0.000000;0.000590
DNVS/crplat2.mtx;3005;23746;0.013000;0.015000;4032.000000;0.000056
DNVS/thread.mtx;8839;397514;0.063000;0.081000;56205.000000;0.000000
DNVS/shipsec5.mtx;30432;256984;0.149000;0.171000;25713.000000;0.000006
DNVS/tsyl201.mtx;2882;41652;0.029000;0.032000;24822.000000;0.000073
DNVS/fcondp2.mtx;33914;282932;0.158000;0.178000;30942.000000;0.000015
DNVS/ship_001.mtx;5806;124004;0.052000;0.059000;17352.000000;0.000115
DNVS/m_t1.mtx;17045;299206;0.126000;0.141000;34767.000000;0.000031
DNVS/fullb.mtx;33443;294514;0.170000;0.196000;37548.000000;0.000013
DNVS/troll.mtx;48436;660240;0.189000;0.231000;44712.000000;0.000007
DNVS/shipsec8.mtx;19533;171446;0.098000;0.113000;40875.000000;0.000013
DNVS/halfb.mtx;38557;321418;0.182000;0.209000;24435.000000;0.000007
DNVS/ship_003.mtx;20276;204216;0.111000;0.127000;26208.000000;0.000025
DNVS/shipsec1.mtx;23459;193402;0.119000;0.134000;26316.000000;0.000021
DNVS/trdheim.mtx;2869;35552;0.026000;0.028000;9720.000000;0.000136
DNVS/x104.mtx;17261;246962;0.129000;0.143000;45000.000000;0.000000
Garon/garon1.mtx;1462;14822;0.003000;0.005000;1047.000000;0.000157
Garon/garon2.mtx;6122;63182;0.008000;0.012000;2203.000000;0.000037
LAW/dblp-2010.mtx;185118;946404;0.224000;0.469000;16589.000000;0.000000
LAW/hollywood-2009.mtx/hollywood-2009.mtx;617904;85296998;9.448000;43.456000;1863193.000000;0.000007
Ronis/xenon1.mtx;19781;159080;0.032000;0.045000;7146.000000;0.000000
Ronis/xenon2.mtx;64117;519624;0.111000;0.155000;12850.000000;0.000000
Gset/G56.mtx;4969;24994;0.003000;0.011000;2463.000000;0.000000
Gset/G60.mtx;6952;34286;0.004000;0.015000;3303.000000;0.000000
Gset/G55.mtx;4969;24994;0.003000;0.011000;2463.000000;0.000000
Gset/G61.mtx;6952;34286;0.004000;0.015000;3303.000000;0.000000
Nemeth/nemeth10.mtx;8657;315652;0.016000;0.026000;237.000000;0.000000
Nemeth/nemeth07.mtx;9253;360170;0.016000;0.027000;231.000000;0.000000
Nemeth/nemeth01.mtx;9003;622422;0.024000;0.041000;752.000000;0.000000
Nemeth/nemeth13.mtx;8908;401718;0.018000;0.030000;327.000000;0.000000
Nemeth/nemeth11.mtx;8719;326424;0.016000;0.026000;244.000000;0.000000
